NAME,DATE,windspeed,rain,temp,date2
"TULSA INTERNATIONAL AIRPORT, OK US",22-02-2023,14.99,0.24,65,53
"TULSA INTERNATIONAL AIRPORT, OK US",23-02-2023,12.97,0,38,54
"TULSA INTERNATIONAL AIRPORT, OK US",24-02-2023,10.29,0,32,55
"TULSA INTERNATIONAL AIRPORT, OK US",25-02-2023,4.92,0,37,56
"TULSA INTERNATIONAL AIRPORT, OK US",26-02-2023,11.63,0.17,48,57
"TULSA INTERNATIONAL AIRPORT, OK US",27-02-2023,13.42,0,62,58
"TULSA INTERNATIONAL AIRPORT, OK US",28-02-2023,9.17,0,58,59
"TULSA INTERNATIONAL AIRPORT, OK US",01-03-2023,9.4,0,60,60
"TULSA INTERNATIONAL AIRPORT, OK US",02-03-2023,10.51,0.42,49,61
"TULSA INTERNATIONAL AIRPORT, OK US",03-03-2023,10.51,0.21,47,62
"TULSA INTERNATIONAL AIRPORT, OK US",04-03-2023,6.26,0,50,63
"TULSA INTERNATIONAL AIRPORT, OK US",05-03-2023,17,0,59,64
"TULSA INTERNATIONAL AIRPORT, OK US",06-03-2023,11.18,0,67,65
"TULSA INTERNATIONAL AIRPORT, OK US",07-03-2023,10.51,0.36,55,66
"TULSA INTERNATIONAL AIRPORT, OK US",08-03-2023,6.04,0.04,49,67
"TULSA INTERNATIONAL AIRPORT, OK US",09-03-2023,7.38,0.17,51,68
"TULSA INTERNATIONAL AIRPORT, OK US",10-03-2023,6.26,0,44,69
"TULSA INTERNATIONAL AIRPORT, OK US",11-03-2023,12.75,0,51,70
"TULSA INTERNATIONAL AIRPORT, OK US",12-03-2023,10.96,0,47,71
"TULSA INTERNATIONAL AIRPORT, OK US",13-03-2023,8.5,0,39,72
"TULSA INTERNATIONAL AIRPORT, OK US",14-03-2023,7.16,0,42,73
"TULSA INTERNATIONAL AIRPORT, OK US",15-03-2023,16.11,0,49,74
"TULSA INTERNATIONAL AIRPORT, OK US",16-03-2023,19.91,0.33,58,75
"TULSA INTERNATIONAL AIRPORT, OK US",17-03-2023,10.51,0,40,76
"TULSA INTERNATIONAL AIRPORT, OK US",18-03-2023,13.87,0,38,77
"TULSA INTERNATIONAL AIRPORT, OK US",19-03-2023,5.82,0,32,78
"TULSA INTERNATIONAL AIRPORT, OK US",20-03-2023,18.12,0,44,79
"TULSA INTERNATIONAL AIRPORT, OK US",21-03-2023,13.65,0.37,49,80
"TULSA INTERNATIONAL AIRPORT, OK US",22-03-2023,17.45,0,65,81
"TULSA INTERNATIONAL AIRPORT, OK US",23-03-2023,13.42,1.17,68,82
"TULSA INTERNATIONAL AIRPORT, OK US",24-03-2023,9.4,0.25,47,83
"TULSA INTERNATIONAL AIRPORT, OK US",25-03-2023,5.59,0,48,84
"TULSA INTERNATIONAL AIRPORT, OK US",26-03-2023,10.29,0,50,85
"TULSA INTERNATIONAL AIRPORT, OK US",27-03-2023,7.83,0,45,86
"TULSA INTERNATIONAL AIRPORT, OK US",28-03-2023,8.28,0,47,87
"TULSA INTERNATIONAL AIRPORT, OK US",29-03-2023,8.72,0,50,88
"TULSA INTERNATIONAL AIRPORT, OK US",30-03-2023,15.43,0.39,62,89
"TULSA INTERNATIONAL AIRPORT, OK US",31-03-2023,19.91,0,69,90
"TULSA INTERNATIONAL AIRPORT, OK US",01-04-2023,9.17,0,58,91
"TULSA INTERNATIONAL AIRPORT, OK US",02-04-2023,15.43,0,60,92
"TULSA INTERNATIONAL AIRPORT, OK US",03-04-2023,15.66,0,70,93
"TULSA INTERNATIONAL AIRPORT, OK US",04-04-2023,22.15,0,77,94
"TULSA INTERNATIONAL AIRPORT, OK US",05-04-2023,11.86,0.06,59,95
"TULSA INTERNATIONAL AIRPORT, OK US",06-04-2023,8.28,0,49,96
"TULSA INTERNATIONAL AIRPORT, OK US",07-04-2023,5.82,0,52,97
"TULSA INTERNATIONAL AIRPORT, OK US",08-04-2023,1.57,0,57,98
"TULSA INTERNATIONAL AIRPORT, OK US",09-04-2023,6.49,0,60,99
"TULSA INTERNATIONAL AIRPORT, OK US",10-04-2023,8.28,0,64,100
"TULSA INTERNATIONAL AIRPORT, OK US",11-04-2023,8.5,0,66,101
"TULSA INTERNATIONAL AIRPORT, OK US",12-04-2023,10.51,0,67,102
"TULSA INTERNATIONAL AIRPORT, OK US",13-04-2023,10.07,0,68,103
"TULSA INTERNATIONAL AIRPORT, OK US",14-04-2023,16.33,0,70,104
"TULSA INTERNATIONAL AIRPORT, OK US",15-04-2023,15.66,0,69,105
"TULSA INTERNATIONAL AIRPORT, OK US",16-04-2023,11.63,0,53,106
"TULSA INTERNATIONAL AIRPORT, OK US",17-04-2023,9.62,0,58,107
"TULSA INTERNATIONAL AIRPORT, OK US",18-04-2023,17,0,70,108
"TULSA INTERNATIONAL AIRPORT, OK US",19-04-2023,22.59,0,71,109
"TULSA INTERNATIONAL AIRPORT, OK US",20-04-2023,15.43,0,72,110
"TULSA INTERNATIONAL AIRPORT, OK US",21-04-2023,5.82,0,59,111
"TULSA INTERNATIONAL AIRPORT, OK US",22-04-2023,9.17,0,53,112
"TULSA INTERNATIONAL AIRPORT, OK US",23-04-2023,4.47,0,51,113
"TULSA INTERNATIONAL AIRPORT, OK US",24-04-2023,9.62,0.01,55,114
"TULSA INTERNATIONAL AIRPORT, OK US",25-04-2023,8.5,0.39,53,115
"TULSA INTERNATIONAL AIRPORT, OK US",26-04-2023,6.71,0.52,52,116
"TULSA INTERNATIONAL AIRPORT, OK US",27-04-2023,5.14,1.63,54,117
"TULSA INTERNATIONAL AIRPORT, OK US",28-04-2023,6.93,0.06,57,118
"TULSA INTERNATIONAL AIRPORT, OK US",29-04-2023,11.41,0,57,119
"TULSA INTERNATIONAL AIRPORT, OK US",30-04-2023,10.07,0,60,120
"TULSA INTERNATIONAL AIRPORT, OK US",01-05-2023,6.71,0,56,121
"TULSA INTERNATIONAL AIRPORT, OK US",02-05-2023,5.37,0,60,122
"TULSA INTERNATIONAL AIRPORT, OK US",03-05-2023,3.13,0,60,123
"TULSA INTERNATIONAL AIRPORT, OK US",04-05-2023,5.59,0.44,60,124
"TULSA INTERNATIONAL AIRPORT, OK US",05-05-2023,9.62,0,62,125
"TULSA INTERNATIONAL AIRPORT, OK US",06-05-2023,14.54,0,76,126
"TULSA INTERNATIONAL AIRPORT, OK US",07-05-2023,15.21,0,79,127
"TULSA INTERNATIONAL AIRPORT, OK US",08-05-2023,9.84,0,78,128
"TULSA INTERNATIONAL AIRPORT, OK US",09-05-2023,10.74,0,79,129
"TULSA INTERNATIONAL AIRPORT, OK US",10-05-2023,6.49,0.13,73,130
"TULSA INTERNATIONAL AIRPORT, OK US",11-05-2023,8.95,0.01,71,131
"TULSA INTERNATIONAL AIRPORT, OK US",12-05-2023,13.42,0,77,132
"TULSA INTERNATIONAL AIRPORT, OK US",13-05-2023,6.04,1.03,74,133
"TULSA INTERNATIONAL AIRPORT, OK US",14-05-2023,4.47,0.04,73,134
"TULSA INTERNATIONAL AIRPORT, OK US",15-05-2023,8.05,0.06,74,135
"TULSA INTERNATIONAL AIRPORT, OK US",16-05-2023,7.61,0,65,136
"TULSA INTERNATIONAL AIRPORT, OK US",17-05-2023,3.13,0,67,137
"TULSA INTERNATIONAL AIRPORT, OK US",18-05-2023,3.13,0,68,138
"TULSA INTERNATIONAL AIRPORT, OK US",19-05-2023,8.05,1.3,68,139
"TULSA INTERNATIONAL AIRPORT, OK US",20-05-2023,5.82,0,60,140
"TULSA INTERNATIONAL AIRPORT, OK US",21-05-2023,4.47,0,64,141
"TULSA INTERNATIONAL AIRPORT, OK US",22-05-2023,3.58,0,67,142
"TULSA INTERNATIONAL AIRPORT, OK US",23-05-2023,4.25,0,71,143
"TULSA INTERNATIONAL AIRPORT, OK US",24-05-2023,4.92,0.01,70,144
"TULSA INTERNATIONAL AIRPORT, OK US",25-05-2023,3.13,0,71,145
"TULSA INTERNATIONAL AIRPORT, OK US",26-05-2023,4.92,0,72,146
"TULSA INTERNATIONAL AIRPORT, OK US",27-05-2023,5.37,0,73,147
"TULSA INTERNATIONAL AIRPORT, OK US",28-05-2023,5.82,0,72,148
"TULSA INTERNATIONAL AIRPORT, OK US",29-05-2023,5.14,0.07,74,149
"TULSA INTERNATIONAL AIRPORT, OK US",30-05-2023,6.04,0,75,150
"TULSA INTERNATIONAL AIRPORT, OK US",31-05-2023,8.05,0,79,151
"TULSA INTERNATIONAL AIRPORT, OK US",01-06-2023,7.38,0,79,152
"TULSA INTERNATIONAL AIRPORT, OK US",02-06-2023,6.93,0,79,153
"TULSA INTERNATIONAL AIRPORT, OK US",03-06-2023,5.37,1.87,75,154
"TULSA INTERNATIONAL AIRPORT, OK US",04-06-2023,4.25,0,73,155
"TULSA INTERNATIONAL AIRPORT, OK US",05-06-2023,3.58,0,78,156
"TULSA INTERNATIONAL AIRPORT, OK US",06-06-2023,3.36,0,78,157
"TULSA INTERNATIONAL AIRPORT, OK US",07-06-2023,3.8,0,77,158
"TULSA INTERNATIONAL AIRPORT, OK US",08-06-2023,3.13,0,80,159
"TULSA INTERNATIONAL AIRPORT, OK US",09-06-2023,4.25,0.27,82,160
"TULSA INTERNATIONAL AIRPORT, OK US",10-06-2023,6.26,0.39,74,161
"TULSA INTERNATIONAL AIRPORT, OK US",11-06-2023,11.18,0.16,77,162
"TULSA INTERNATIONAL AIRPORT, OK US",12-06-2023,4.47,0,69,163
"TULSA INTERNATIONAL AIRPORT, OK US",13-06-2023,2.68,0.01,73,164
"TULSA INTERNATIONAL AIRPORT, OK US",14-06-2023,4.03,0.82,76,165
"TULSA INTERNATIONAL AIRPORT, OK US",15-06-2023,5.82,0,77,166
"TULSA INTERNATIONAL AIRPORT, OK US",16-06-2023,3.58,0,77,167
"TULSA INTERNATIONAL AIRPORT, OK US",17-06-2023,8.72,0.47,79,168
"TULSA INTERNATIONAL AIRPORT, OK US",18-06-2023,7.38,0.17,75,169
"TULSA INTERNATIONAL AIRPORT, OK US",19-06-2023,4.92,0,79,170
"TULSA INTERNATIONAL AIRPORT, OK US",20-06-2023,7.38,0,81,171
"TULSA INTERNATIONAL AIRPORT, OK US",21-06-2023,7.61,0.07,80,172
"TULSA INTERNATIONAL AIRPORT, OK US",22-06-2023,4.25,0,79,173
"TULSA INTERNATIONAL AIRPORT, OK US",23-06-2023,8.72,0,82,174
"TULSA INTERNATIONAL AIRPORT, OK US",24-06-2023,10.74,0,80,175
"TULSA INTERNATIONAL AIRPORT, OK US",25-06-2023,7.16,0,88,176
"TULSA INTERNATIONAL AIRPORT, OK US",26-06-2023,4.7,0,80,177
"TULSA INTERNATIONAL AIRPORT, OK US",27-06-2023,8.95,0.01,77,178
"TULSA INTERNATIONAL AIRPORT, OK US",28-06-2023,15.88,0,84,179
"TULSA INTERNATIONAL AIRPORT, OK US",29-06-2023,10.96,0,91,180
"TULSA INTERNATIONAL AIRPORT, OK US",30-06-2023,12.53,0,90,181
"TULSA INTERNATIONAL AIRPORT, OK US",01-07-2023,9.4,0.07,85,182
"TULSA INTERNATIONAL AIRPORT, OK US",02-07-2023,5.14,0,81,183
"TULSA INTERNATIONAL AIRPORT, OK US",03-07-2023,6.49,0.09,80,184
"TULSA INTERNATIONAL AIRPORT, OK US",04-07-2023,8.05,0,78,185
"TULSA INTERNATIONAL AIRPORT, OK US",05-07-2023,7.16,0.14,79,186
"TULSA INTERNATIONAL AIRPORT, OK US",06-07-2023,4.03,0.56,75,187
"TULSA INTERNATIONAL AIRPORT, OK US",07-07-2023,5.59,0.01,75,188
"TULSA INTERNATIONAL AIRPORT, OK US",08-07-2023,8.05,0.03,78,189
"TULSA INTERNATIONAL AIRPORT, OK US",09-07-2023,6.93,0.16,77,190
"TULSA INTERNATIONAL AIRPORT, OK US",10-07-2023,5.82,0,77,191
"TULSA INTERNATIONAL AIRPORT, OK US",11-07-2023,8.95,0,81,192
"TULSA INTERNATIONAL AIRPORT, OK US",12-07-2023,10.96,0,83,193
"TULSA INTERNATIONAL AIRPORT, OK US",13-07-2023,8.5,1.16,88,194
"TULSA INTERNATIONAL AIRPORT, OK US",14-07-2023,10.51,0.82,83,195
"TULSA INTERNATIONAL AIRPORT, OK US",15-07-2023,4.47,0,78,196
"TULSA INTERNATIONAL AIRPORT, OK US",16-07-2023,6.93,0,83,197
"TULSA INTERNATIONAL AIRPORT, OK US",17-07-2023,8.5,0,82,198
"TULSA INTERNATIONAL AIRPORT, OK US",18-07-2023,12.75,0,87,199
"TULSA INTERNATIONAL AIRPORT, OK US",19-07-2023,12.3,0,90,200
"TULSA INTERNATIONAL AIRPORT, OK US",20-07-2023,7.16,0,89,201
"TULSA INTERNATIONAL AIRPORT, OK US",21-07-2023,6.26,0.99,79,202
"TULSA INTERNATIONAL AIRPORT, OK US",22-07-2023,3.13,0,76,203
"TULSA INTERNATIONAL AIRPORT, OK US",23-07-2023,6.93,0,81,204
"TULSA INTERNATIONAL AIRPORT, OK US",24-07-2023,13.2,0,85,205
"TULSA INTERNATIONAL AIRPORT, OK US",25-07-2023,14.09,0,88,206
"TULSA INTERNATIONAL AIRPORT, OK US",26-07-2023,13.87,0,90,207
"TULSA INTERNATIONAL AIRPORT, OK US",27-07-2023,14.09,0,89,208
"TULSA INTERNATIONAL AIRPORT, OK US",28-07-2023,13.42,0,89,209
"TULSA INTERNATIONAL AIRPORT, OK US",29-07-2023,7.38,0,90,210
"TULSA INTERNATIONAL AIRPORT, OK US",30-07-2023,4.47,0,90,211
"TULSA INTERNATIONAL AIRPORT, OK US",31-07-2023,10.74,0,88,212
